episode,reward,steps,success,collision,out_of_altitude,final_distance,epsilon,mean_loss
1,-2.1274973734510194,12,0,0,1,13.788032479603938,0.999772,nan
2,-106.35797401089245,166,0,1,0,14.553286459406308,0.996618,nan
3,-95.4665043349859,146,0,1,0,9.607535960371347,0.993844,nan
4,-2.919840178267585,72,0,0,1,12.684216677900247,0.992476,nan
5,5.323353026265596,101,0,0,1,7.837620075633644,0.990557,nan
6,-7.632581256018293,111,0,0,1,14.0655872167756,0.988448,nan
7,122.42569201751658,107,1,0,0,1.6365615076603006,0.986415,nan
8,-1.6417577021348029,149,0,0,1,10.120178305027487,0.983584,nan
9,-92.62978720594252,161,0,1,0,7.814190191737681,0.980525,0.21641184432575336
10,-10.22212925751436,114,0,0,1,15.285452692168594,0.978359,0.5415594182385687
11,3.3791190630165486,200,0,0,0,8.834828531903145,0.974559,0.43852965063415467
12,122.70206848866675,95,1,0,0,1.7983732720852066,0.972754,0.32583235229708646
13,-8.700381897146617,161,0,0,1,13.349487537339728,0.969695,0.4173608435583966
14,0.7342837327063663,135,0,0,1,9.282154722413244,0.96713,0.33992640051852774
15,-96.11341932192336,162,0,1,0,9.53111717738026,0.964052,0.4456432802418684
16,122.49986788509533,94,1,0,0,1.9243536812605815,0.962266,0.29248965755501327
17,4.790368088806651,126,0,0,1,7.479099748475097,0.9598720000000001,0.5045009221704233
18,-96.49360104411987,163,0,1,0,9.696193390979355,0.956775,0.2659822681724477
19,-106.64478940087801,195,0,1,0,13.971694154399085,0.95307,0.40528263472116144
20,121.54834733501133,113,1,0,0,1.9252143959057235,0.950923,0.407437952754574
21,1.1043098448031063,138,0,0,1,9.02223314100984,0.948301,0.360850407384282
22,-108.09840723165188,153,0,1,0,15.74861113224452,0.945394,0.40583597016490364
23,7.104520901567436,93,0,0,1,7.147036137982715,0.943627,0.6479324202343661
24,8.581542470487179,39,0,0,1,7.758512557634835,0.942886,0.23702121502122817
25,1.0834648900032295,100,0,0,1,9.982551347876806,0.940986,0.34495568711310626
26,121.52204783902562,111,1,0,0,1.9882726692536365,0.938877,0.4566199468566222
27,-92.91994515363507,151,0,1,0,8.209269165583963,0.936008,0.38599463869873063
28,-92.304943352885,154,0,1,0,7.826879192861068,0.933082,0.2576808155780392
29,5.266953073794926,42,0,0,1,9.340934239531158,0.932284,0.27876342176681473
30,-93.75216882959435,132,0,1,0,9.100368207675594,0.929776,0.4743247021158988
31,-95.95226887166186,174,0,1,0,9.1505224992423,0.92647,0.3864492607067457
32,6.341670816427169,92,0,0,1,7.553448384664824,0.924722,0.6280965250005702
33,-92.35203392524247,164,0,1,0,7.600424479039799,0.921606,0.37513806156973106
34,-95.96316453619936,156,0,1,0,9.60598978451825,0.918642,0.4239324603874523
35,7.935587255447726,200,0,0,0,6.556505826236234,0.914842,0.3492913384735584
36,7.886806527350861,30,0,0,1,8.330880529202993,0.914272,0.5771602232940495
37,-92.52435567315474,143,0,1,0,8.211565899988777,0.911555,0.5758305712948208
38,121.64805841632443,110,1,0,0,1.9503783082563684,0.909465,0.5547301971861585
39,-93.17986253518997,121,0,1,0,9.08921506047339,0.907166,0.31220120811942687
40,-90.98762866488475,132,0,1,0,7.71822184886095,0.904658,0.2723162096473529
41,124.62131799729335,50,1,0,0,1.9636404553134297,0.903708,0.3108170410990715
42,-95.47908104945402,154,0,1,0,9.413837113493443,0.900782,0.36413504115559836
43,-93.44064584938236,139,0,1,0,8.769730441109763,0.898141,0.5935328519574815
44,122.46936104060993,94,1,0,0,1.9396189336551293,0.896355,0.5771337234751975
45,123.82599614171575,71,1,0,0,1.836394798061556,0.895006,0.7831513598220239
46,12.818491012582086,86,0,0,1,4.465147362628382,0.893372,0.5109136810223031
47,123.26368707981948,86,1,0,0,1.7424559140503582,0.891738,0.6311487942111007
48,-91.37817520869586,138,0,1,0,7.763475667759328,0.889116,0.6648064415051561
49,122.45063088922862,102,1,0,0,1.7489811441521237,0.887178,0.4477241352638778
50,124.7291539322717,47,1,0,0,1.984706826742569,0.886285,0.9066970785088996
51,-94.21946587458751,168,0,1,0,8.43412026883361,0.883093,0.4922235885501972
52,-94.97904123991223,158,0,1,0,9.063817208722542,0.880091,0.5047857721831319
53,-101.67208425910971,125,0,1,0,13.235434998474265,0.877716,0.5108673412203789
54,-90.98999794226249,138,0,1,0,7.569387034542631,0.875094,0.5653875190359743
55,125.03584553833092,53,1,0,0,1.6813738196009964,0.8740870000000001,0.8075800924649779
56,-94.05379240543854,176,0,1,0,8.15128726534754,0.870743,0.4818425264622254
57,-95.69407111780505,193,0,1,0,8.546423622313919,0.867076,0.7461843037968163
58,122.38622112833175,96,1,0,0,1.9313123330281012,0.865252,0.58150350189923
59,121.98311752731664,102,1,0,0,1.98286741227673,0.863314,0.6903077924587563
60,-105.47398192383694,158,0,1,0,14.311300045158358,0.860312,0.5437244547861098
61,14.159567296186856,70,0,0,1,4.194658266946403,0.858982,0.6229215030026223
62,-100.26236379737323,156,0,1,0,11.75560807462165,0.856018,0.6641186361308568
63,124.54544582986551,65,1,0,0,1.6265765390273308,0.8547830000000001,0.522690936894371
64,-93.24733828314264,166,0,1,0,7.9980620104907345,0.851629,0.47867808958335994
65,-90.67496207814636,127,0,1,0,7.686780493033263,0.849216,0.6779791191000286
66,-5.040646299328634,200,0,0,0,13.044619738430747,0.845416,0.6324709915276617
67,-96.68014260217349,188,0,1,0,9.16437075504682,0.841844,0.6531458549954473
68,-95.59612030130545,156,0,1,0,9.42235960461279,0.8388800000000001,0.5229694760309007
69,124.81939352683486,48,1,0,0,1.9146026905426738,0.837968,0.7566022708779201
70,124.21610691494922,61,1,0,0,1.8913346059367997,0.836809,0.5023136933441045
71,9.73915867322671,200,0,0,0,5.654717252153067,0.833009,0.651460494287312
72,-90.21695944806955,104,0,1,0,8.032779177994868,0.831033,0.4320888886801325
73,-105.36950163650368,145,0,1,0,14.584143687171268,0.8282780000000001,0.4332097736797456
74,124.75565163370331,47,1,0,0,1.9715670520677837,0.827385,0.7199659662598625
75,5.669571824942602,95,0,0,1,7.814606956448129,0.82558,0.743082011236172
76,15.968718588539508,53,0,0,1,3.715051482158869,0.824573,0.7543431190457547
77,-92.86281699599716,109,0,1,0,9.230796561409976,0.8225020000000001,0.5876047025784987
78,-98.66490038395413,182,0,1,0,10.306824133369565,0.819044,0.6166274299394789
79,-91.56060779298723,143,0,1,0,7.729603350453691,0.816327,0.6875099721722878
80,-96.10688822804535,143,0,1,0,10.002851630441253,0.8136099999999999,0.6979743125946163
81,-104.83649386760011,127,0,1,0,14.767534557608295,0.811197,0.4973672000969958
82,-99.90160234075795,150,0,1,0,11.725084963257387,0.808347,0.5421517086401582
83,125.01669781006606,42,1,0,0,1.9659348878453868,0.807549,0.8885634588521152
84,-93.26945062726402,139,0,1,0,8.684024767592092,0.804908,0.7118986256608217
85,-95.50352240870676,151,0,1,0,9.501168720771949,0.802039,0.5847277143563063
86,-108.15497317884433,140,0,1,0,16.101770382300575,0.7993790000000001,0.6934456180515034
87,124.9996990236711,47,1,0,0,1.8494342810428732,0.798486,0.4525971697207461
88,7.529623935575649,53,0,0,1,7.934484620978618,0.797479,0.6306490401192656
89,-103.41383104762379,118,0,1,0,14.28121497777199,0.795237,0.9195639726279651
90,-109.25648893168369,175,0,1,0,15.777528258720242,0.791912,0.44670013010501863
91,-106.49396297367181,123,0,1,0,15.696280940795994,0.789575,0.47487751601975625
92,-105.82545894424679,142,0,1,0,14.88702892608349,0.786877,0.6763855507925258
93,-91.765535590269,100,0,1,0,8.907067249094599,0.784977,0.586519017573446
94,-106.08827598081722,147,0,1,0,14.893526053820015,0.782184,0.5440928737956042
95,-94.63516900216601,154,0,1,0,8.991868293961401,0.779258,0.5419575537300922
96,-138.3651824006381,175,0,1,0,30.331979263730474,0.775933,0.6247512264842433
97,121.9495887401406,110,1,0,0,1.7994894228081213,0.7738430000000001,0.7096546913751147
98,-103.11163198045666,122,0,1,0,14.030208859147764,0.771525,0.6816088553273776
99,-10.299726574911471,138,0,0,1,14.724159876222174,0.768903,0.571664225951215
100,-102.87981645520752,150,0,1,0,13.214204816370186,0.766053,0.6982522927597166
101,124.3546727109379,57,1,0,0,1.9219602332974965,0.76497,0.6691027189882701
102,-109.54784249820085,181,0,1,0,15.773220703060515,0.761531,0.6524610176929453
103,-101.79117542138997,152,0,1,0,12.619887164655081,0.758643,0.3519871397691436
104,-103.96285634976506,139,0,1,0,14.03081623829392,0.7560020000000001,0.650477893663932
105,-108.97064439642791,171,0,1,0,15.734605991092364,0.752753,0.5497929941296403
106,123.9113457852745,65,1,0,0,1.9436236961291982,0.751518,0.9628002313753733
107,123.73777340159899,70,1,0,0,1.905412753160601,0.750188,0.5120894247666001
108,-102.94936991388145,124,0,1,0,13.899058898333232,0.747832,0.7754724392246816
109,124.16514637390824,58,1,0,0,1.9918007544383838,0.74673,0.45312521770468045
110,-103.40073327668243,129,0,1,0,13.999650431219631,0.744279,0.532296493822752
111,-94.40947131927987,111,0,1,0,9.954128528559337,0.74217,0.5177987492769152
112,123.45293139819528,82,1,0,0,1.7478308896688028,0.740612,0.7956964718405066
113,123.73486385865381,69,1,0,0,1.93186465943954,0.739301,0.7565995859711067
114,124.19798814999345,66,1,0,0,1.7752897178817,0.738047,0.6469691529531371
115,-111.14135294192891,195,0,1,0,16.220064534375837,0.734342,0.6508135902289397
116,-110.43733505748915,158,0,1,0,16.793041470137087,0.73134,0.7264706444325326
117,124.15106116192202,64,1,0,0,1.848862287958424,0.730124,1.0015167499659583
118,12.397875494469496,200,0,0,0,4.325346045643641,0.726324,0.5403534842003137
119,-13.250245008479439,130,0,0,1,16.39940629711814,0.723854,0.5804215780387704
120,-102.33487347675674,103,0,1,0,14.11673619233846,0.721897,0.7324221937654956
121,125.31005500147609,42,1,0,0,1.8192562921403814,0.7210989999999999,0.8306589821087462
122,-15.462077478977395,200,0,0,0,18.255412680881193,0.717299,0.626822943398729
123,10.620876080500427,26,0,0,1,7.063861413709887,0.716805,1.0211350153415248
124,1.5133209407526742,18,0,0,1,11.817636118390118,0.7164630000000001,0.591084261942241
125,-100.55712638402461,144,0,1,0,12.202951255423708,0.713727,0.703204580453328
126,123.97502599935905,69,1,0,0,1.81178358908692,0.712416,0.6725663892330899
127,124.18876899995048,60,1,0,0,1.9300035634361656,0.711276,0.444979379636546
128,-108.43283030570343,150,0,1,0,15.990803216263116,0.708426,0.8777897739037871
129,-4.385875248370785,119,0,0,1,12.242237078145488,0.7061649999999999,0.5223155489833164
130,-107.58952941852112,118,0,1,0,16.36906416322066,0.7039230000000001,0.5840434359575984
131,-8.798661716315083,132,0,0,1,14.123718921568939,0.701415,0.8649349500933154
132,124.93663938542517,53,1,0,0,1.7309641001658365,0.700408,0.6120836483490355
133,-91.54085241511308,117,0,1,0,8.36971000043495,0.6981850000000001,0.6055215457533925
134,-96.68909021349924,120,0,1,0,10.86882889962804,0.695905,0.7283195264016589
135,-111.58547768235158,174,0,1,0,16.967131710095202,0.692599,0.8136431262239643
136,-106.91353027688704,197,0,1,0,14.056158007362953,0.688856,0.7689093829789743
137,-94.00939062266582,138,0,1,0,9.079083374744291,0.686234,0.6159305399472731
138,125.25078965961707,40,1,0,0,1.8989980391108991,0.685474,0.6310845072381198
139,124.44356048656017,56,1,0,0,1.9025192106800113,0.68441,0.9960324589961341
140,125.43673680403408,43,1,0,0,1.7309281867494044,0.683593,0.4541795611121627
141,-94.0280491208255,123,0,1,0,9.463308353291172,0.6812560000000001,0.5378282057742277
142,-99.39686376258257,119,0,1,0,12.247728470057732,0.678995,0.7233856286102233
143,123.44757029923501,76,1,0,0,1.9006077193019275,0.677551,0.9107793548487519
144,125.54204906813766,37,1,0,0,1.8282720546976245,0.676848,0.7572577454753824
145,123.9311029952524,68,1,0,0,1.8587322952522252,0.675556,0.5282186582574949
146,-107.28565951488797,163,0,1,0,15.092113550322399,0.672459,0.66699314136858
147,-93.55101712137294,138,0,1,0,8.84979235356488,0.669837,0.7779901335690764
148,2.4784962233538295,200,0,0,0,9.285139951734473,0.666037,0.6187832894083113
149,125.1427400791238,43,1,0,0,1.8779265492045514,0.66522,0.8094424899927405
150,124.26280861002428,60,1,0,0,1.8929837583992655,0.66408,0.6892759417183697
151,-97.40931383902362,130,0,1,0,10.97904978843123,0.66161,0.9384601096980847
152,-94.31614941749525,180,0,1,0,8.182448650140117,0.65819,0.6427793531368177
153,-94.75239904438763,146,0,1,0,9.250610298622417,0.655416,0.7886649093731013
154,-92.46438802019074,151,0,1,0,7.9815820735067575,0.652547,0.7557810564950996
155,-98.2052966830948,162,0,1,0,10.577022282939904,0.6494690000000001,0.7277401305597138
156,123.4621128107537,75,1,0,0,1.9183316580345555,0.6480440000000001,0.5784406333168348
157,8.467643983920091,29,0,0,1,8.065461800918378,0.6474930000000001,0.5921527201887863
158,-99.58637798652678,140,0,1,0,11.81758186218283,0.644833,0.6280187658965588
159,124.5497168836152,59,1,0,0,1.7745296216038027,0.6437120000000001,0.7693562962241092
160,-96.84615689822863,136,0,1,0,10.547377903074402,0.641128,0.6671605320263874
161,124.44296532592199,56,1,0,0,1.9028139258054546,0.640064,0.776349010478173
162,-1.6882812893209234,200,0,0,0,11.368533513579877,0.6362639999999999,0.836952217258513
163,-96.9169082675553,190,0,1,0,9.232842197189045,0.632654,0.7777441883263619
164,125.98888461008326,41,1,0,0,1.5049457583697756,0.631875,0.3602721466705566
165,124.82818930685248,62,1,0,0,1.5602019353402012,0.6306970000000001,0.7443571270653798
166,-92.61984353229857,126,0,1,0,8.684221220109366,0.6283030000000001,0.9008768736163065
167,6.678383042668254,124,0,0,1,6.585196542077274,0.625947,0.48139081536341577
168,-99.65012304526024,143,0,1,0,11.774345315508537,0.62323,0.7070386128148416
169,124.36251938184282,56,1,0,0,1.943036897845045,0.622166,0.7507891774709735
170,124.54977924946236,53,1,0,0,1.9243941681472454,0.621159,0.6528297556599356
171,-93.75445267795729,180,0,1,0,7.901619207898058,0.617739,0.6764305217088097
172,126.11596514392264,37,1,0,0,1.5414102969581152,0.617036,1.2459794188270699
173,123.84395870666847,74,1,0,0,1.752413515585189,0.61563,1.0947440950753722
174,-94.46443276767387,188,0,1,0,8.05650017671533,0.612058,0.8416686794780036
175,124.81085479986787,59,1,0,0,1.6438990084533933,0.6109370000000001,0.7187632214972528
176,123.66112445367818,71,1,0,0,1.9187343619273631,0.609588,0.8320266390088159
177,125.46430976980227,42,1,0,0,1.7421289079772873,0.6087899999999999,0.45689780912583783
178,124.67579937427415,60,1,0,0,1.686384105741348,0.60765,0.8910819826026758
179,124.22644327864508,58,1,0,0,1.9610749494439053,0.6065480000000001,0.652439256295048
180,125.5306371356053,38,1,0,0,1.8090694956087519,0.605826,1.042684673086593
181,-94.12524297182865,171,0,1,0,8.312009549325722,0.602577,0.8076056356579937
182,-95.28269243556659,159,0,1,0,9.19063001066171,0.599556,0.6729012957580809
183,121.90947954774562,106,1,0,0,1.9196482895385945,0.597542,0.7642074628680382
184,123.8465377629461,74,1,0,0,1.751123987446376,0.596136,0.9272811337298638
185,124.6265927671613,56,1,0,0,1.8110964853387774,0.595072,1.1917229082568415
186,123.02335150444647,89,1,0,0,1.7876237017368606,0.5933809999999999,0.5824000039294864
187,124.17183623831654,66,1,0,0,1.788455822234238,0.5921270000000001,0.7424161499083946
188,124.20309103237278,74,1,0,0,1.5727382766920257,0.590721,0.7044425870518427
189,124.99276695328756,43,1,0,0,1.9529003162346386,0.589904,0.44719859507194787
190,124.98068878613981,44,1,0,0,1.9340484758495233,0.589068,0.7907349509610371
191,125.05921712204186,44,1,0,0,1.8947653803715845,0.5882320000000001,0.6545361354523762
192,125.52958280900646,44,1,0,0,1.6595080494568706,0.587396,0.5470925406129523
193,124.80097940329868,45,1,0,0,1.9988097523107577,0.586541,1.080476581139697
194,121.9015967911087,108,1,0,0,1.873575545838155,0.584489,0.6866307129083132
195,-94.93210991596105,167,0,1,0,8.815351546746957,0.5813159999999999,0.6013144524154549
196,124.7503652239758,51,1,0,0,1.874101180890523,0.580347,0.69104969391928
197,123.85590080892676,64,1,0,0,1.9963333884150398,0.5791310000000001,0.8136536349193193
198,124.78448156324689,58,1,0,0,1.6820430112549791,0.578029,1.0253909970151966
199,124.57448017371624,61,1,0,0,1.7121479765532959,0.57687,0.7894376259236062
200,125.82428835083678,45,1,0,0,1.487248693501039,0.576015,0.6465676508843898
201,124.60070704102453,52,1,0,0,1.9240204208802514,0.575027,0.49516837313198125
202,124.42401226580043,53,1,0,0,1.9872904558662317,0.57402,0.7845111359613683
203,124.61171703850093,49,1,0,0,1.9935343496689708,0.573089,0.8910788899781753
204,123.86679244594436,73,1,0,0,1.7659918404392188,0.5717019999999999,0.9532748218370627
205,123.72881475069073,67,1,0,0,1.984876417533053,0.5704290000000001,0.6577196538225928
206,123.07017236885437,80,1,0,0,1.9893066844922358,0.568909,0.6157247465103864
207,125.46075883122242,39,1,0,0,1.8189171731552334,0.568168,0.9191602487594653
208,123.30075504551405,78,1,0,0,1.9239964186354843,0.566686,0.6446522824609509
209,124.29661963215085,57,1,0,0,1.9510782473359776,0.5656030000000001,0.7573025916752062
210,124.98955067494806,51,1,0,0,1.754521251292422,0.5646340000000001,0.6175113120207599
211,124.85285244155287,55,1,0,0,1.7228575721019848,0.563589,1.345620624585585
212,17.731710970588928,47,0,0,1,2.983441103471982,0.5626960000000001,0.8747355592377642
213,124.44552938519678,55,1,0,0,1.9265191002800395,0.561651,0.8455118371004408
214,123.37488311844709,86,1,0,0,1.6868550295429088,0.560017,1.0180759226340195
215,123.84483169261077,70,1,0,0,1.851958095087126,0.5586869999999999,1.0359528863802552
216,125.82364456833658,31,1,0,0,1.8375705847511454,0.558098,0.8835970992522855
217,6.340731154035335,18,0,0,1,9.404027291901768,0.557756,0.2610765140917566
218,124.86873312848405,44,1,0,0,1.9900263046774067,0.5569200000000001,1.1959605611522088
219,123.88955704419706,75,1,0,0,1.7046143468209047,0.5554950000000001,0.6796059983472029
220,125.49289236150686,39,1,0,0,1.8028376121249936,0.554754,0.6315051497748265
221,124.5925152185139,54,1,0,0,1.878116332135569,0.553728,0.7336515210637892
222,124.60540470038096,53,1,0,0,1.8966905187289564,0.552721,0.8648220765984284
223,125.36300609641451,36,1,0,0,1.9427935405591956,0.552037,0.850955668836832
224,124.78647857569648,59,1,0,0,1.6561346535442731,0.5509160000000001,0.7804868754504596
225,126.86770533482424,26,1,0,0,1.4405402015073143,0.550422,1.2605319898575544
226,124.97580709926825,44,1,0,0,1.9364893192853043,0.549586,0.806364560034126
227,125.81690323916463,37,1,0,0,1.6908321732961078,0.548883,0.9373830867478171
228,124.46434485935865,52,1,0,0,1.9921228164743479,0.547895,0.683316229770963
229,124.43984285534466,54,1,0,0,1.9543623652060929,0.546869,1.0379040959049706
230,123.41467544203455,76,1,0,0,1.9169588677491698,0.545425,0.6460715384516669
231,124.7448502377852,48,1,0,0,1.9518714698738548,0.544513,0.836608255864121
232,124.97569519102274,48,1,0,0,1.836545273408062,0.543601,0.5621076866518706
233,-92.24141446514442,139,0,1,0,8.170003821338645,0.54096,0.7964791563346232
234,124.90230919416231,43,1,0,0,1.9981419916852885,0.540143,0.8155657298603031
235,125.47636661221348,43,1,0,0,1.7112095628126887,0.539326,0.9781723107796075
236,125.83533557820849,44,1,0,0,1.5067202743071657,0.53849,0.7714255941100419
237,125.30907353566162,46,1,0,0,1.7198512955805985,0.5376160000000001,0.8573120666424865
238,125.59928094882045,37,1,0,0,1.7997703020183964,0.536913,0.40454124256565765
239,125.09750437319389,52,1,0,0,1.6756358768144664,0.535925,1.0598456736367483
240,123.81481346872246,66,1,0,0,1.9669672070312876,0.5346710000000001,0.8672391877255656
241,123.81783441941006,66,1,0,0,1.965456731687488,0.533417,0.5059767855952183
242,125.7999246181638,33,1,0,0,1.7994257543295122,0.53279,0.885864572655974
243,125.46100640315814,46,1,0,0,1.6437933871873884,0.531916,0.8181595545586037
244,124.36364733056348,58,1,0,0,1.892475788678351,0.530814,0.7025994294933204
245,125.24390260056498,41,1,0,0,1.8774415686369381,0.530035,0.9072898981593004
246,124.68766843799844,48,1,0,0,1.980558649920209,0.529123,1.073432105903824
247,125.2245707998512,41,1,0,0,1.8870111888408574,0.528344,1.244832919138234
248,125.05261470765595,53,1,0,0,1.6730665875645372,0.5273370000000001,0.8557798830124567
249,124.74280488966733,48,1,0,0,1.952971496558849,0.526425,1.1961411188434188
250,125.945932892906,27,1,0,0,1.8764216169584096,0.525912,1.1585697006020281
251,125.25277067382248,40,1,0,0,1.8978984559671805,0.5251520000000001,0.9611245344392956
252,123.79558697534772,68,1,0,0,1.9265031010925933,0.52386,0.890866322990726
253,124.8883627311092,45,1,0,0,1.9551024273238293,0.523005,0.6000618460277717
254,124.84710491439502,46,1,0,0,1.9508404117219231,0.522131,1.3259982831533188
255,125.34453691956116,45,1,0,0,1.727028128985874,0.5212760000000001,1.15354742705822
256,125.1404844423555,41,1,0,0,1.9291317202147593,0.520497,0.5928641795748617
257,13.08817925308798,34,0,0,1,5.630284314848526,0.5198510000000001,0.7902403055306744
258,125.15056665265595,40,1,0,0,1.949090615064534,0.519091,1.36079441444017
259,125.83001031706095,35,1,0,0,1.734368782862041,0.518426,1.3733336775430611
260,123.85074611424099,75,1,0,0,1.723910735757915,0.517001,0.5820127508292595
261,125.14486603230381,41,1,0,0,1.926863572614547,0.516222,0.8815712667093044
262,124.70458551628371,50,1,0,0,1.9219910347365632,0.515272,0.8025088112056256
263,124.75705394964835,51,1,0,0,1.870883801604442,0.514303,0.731745437974585
264,125.5840560830704,44,1,0,0,1.6322685472312473,0.513467,0.9735788909125734
265,124.30802806397367,63,1,0,0,1.7953740314245779,0.51227,0.8274636040959094
266,124.16126951683364,65,1,0,0,1.8186618303496247,0.5110349999999999,0.7410868155268523
267,-94.44517565577235,174,0,1,0,8.39696176927866,0.5077290000000001,0.9562952961216028
268,123.72546796789207,69,1,0,0,1.9366588849733986,0.506418,0.9443533291257378
269,125.1525062169378,42,1,0,0,1.8981349549425115,0.5056200000000001,0.5937508679926395
270,124.07969651797308,62,1,0,0,1.9345446099328993,0.5044420000000001,1.0525226889839094
271,125.57072069508192,43,1,0,0,1.6640325213784708,0.503625,0.5731501249206621
272,125.02317561146523,44,1,0,0,1.9128050631868134,0.502789,0.6948771099559963
273,124.48515547773376,52,1,0,0,1.9818103245445258,0.501801,0.7174066034718775
274,-94.05729829078052,169,0,1,0,8.328023086782757,0.49859,0.9011056930840721
275,123.67062069138584,78,1,0,0,1.7390825232265141,0.497108,0.9328054421079847
276,125.25293721136158,49,1,0,0,1.6728151871976342,0.496177,0.6167408208913949
277,-95.56663584385764,156,0,1,0,9.407710790848222,0.493213,0.7972093890062891
278,124.71156859386717,47,1,0,0,1.9936037664778248,0.4923200000000001,1.492085466359524
279,124.70842646797888,48,1,0,0,1.9701602184931282,0.49140800000000007,0.44261228281538934
280,123.5337112469503,74,1,0,0,1.9074409652913,0.49000200000000005,0.8077929189831421
281,125.70932887846965,35,1,0,0,1.7947284296846093,0.489337,0.7492831210472755
282,123.9482649807597,77,1,0,0,1.625164098386601,0.48787400000000003,0.9387414155697281
283,7.2214996110996275,200,0,0,0,6.913533987328579,0.484074,0.8058940753992647
284,124.14754829852325,62,1,0,0,1.9006139141497755,0.482896,0.6481476203808861
285,122.42405456184548,99,1,0,0,1.837346660469772,0.48101499999999997,0.8865081222558563
286,123.28945549421523,82,1,0,0,1.8296603163037801,0.479457,1.3339589781514027
287,124.33430807608427,59,1,0,0,1.882238830877305,0.478336,1.2409959885023407
288,121.85458750665786,104,1,0,0,1.9970991155904894,0.47636,0.6995079175282556
289,124.54202161405681,53,1,0,0,1.9283820618910223,0.475353,1.118247081016032
290,124.62719391270628,53,1,0,0,1.885825940840854,0.47434600000000005,0.5193476750040954
291,123.76119501251837,67,1,0,0,1.9688253909348121,0.47307299999999997,0.6620274427722195
292,124.65698115189993,50,1,0,0,1.9458060128164933,0.47212299999999996,1.1676456313580275
293,123.43114009517689,80,1,0,0,1.8087137452899804,0.470603,0.7927289152517915
294,123.95589619666254,68,1,0,0,1.8463356945471547,0.46931100000000003,1.0380650695194216
295,123.50668322317756,92,1,0,0,1.470942181289641,0.46756300000000006,0.9023367384570125
296,123.79515525062955,67,1,0,0,1.9516954733686394,0.4662900000000001,0.7999545255981719
297,-94.2450371316983,170,0,1,0,8.396815154615563,0.46306,1.0754881036686985
298,123.04463169127797,92,1,0,0,1.7020722177724128,0.46131200000000006,1.180463868841205
299,121.96554605061347,106,1,0,0,1.8916150381046637,0.459298,0.8704145408920804
300,124.92115198297486,54,1,0,0,1.713812071923975,0.458272,0.8992402299686715
